Title,Data ID,PDF Page Number,count,CSV Download URL,PDF Download URL,Download folder name
"Table 6.4-1: Potential Water Quantity and Quality Effects, Mitigation and Predicted Residual Effects Key Indicator /",2445655,33,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_33_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_33_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.4-2: Potential Groundwater Effects, Mitigation and Predicted Residual Effects",2541470,405,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_405_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_405_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.4-2: Potential Groundwater Effects, Mitigation and Predicted Residual Effects",2541470,406,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_406_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_406_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_406_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.4-2: Potential Groundwater Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,35,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_35_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_35_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_35_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.4-4: Predicted Residual Project Effects Description and Importance for Surface Water,2445655,36,4,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_36_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_36_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_36_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_36_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.5-1: Potential Fish and Fish Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,42,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_42_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_42_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.5-1: Potential Fish and Fish Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,43,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_43_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_43_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.5-3: Predicted Residual Project Effects Description and Importance for Fish and Fish Habitat,2445655,46,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_46_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_46_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.5-3: Predicted Residual Project Effects Description and Importance for Fish and Fish Habitat,2541470,419,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_419_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_419_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.6-1: Alteration of Wetlands in the Terrestrial Local Study Area,2541470,422,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_422_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_422_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_422_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.6-1: Area of Wetlands Potentially Affected by the Project in the Terrestrial Local Study Area (LSA),2445655,48,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_48_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_48_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_48_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.6-1: Area of Wetlands Potentially Affected by the Project in the Terrestrial Local Study Area (LSA),2445655,49,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_49_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_49_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.6-1: Potential Fish and Fish Habitat Effects, Mitigation and Predicted Residual Effects Key Indicator/ Interaction Description of Potential Effect Mitigation [EPP or ESA Reference] Predicted Residual Effect",2813816,119,2,http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_119_1.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_119_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2813816,twrbrch
"Table 6.6-2: Potential Wetland Effects, Mitigation and Predicted Residual Effects",2541470,425,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_425_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_425_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.6-2: Potential Wetland Effects, Mitigation and Predicted Residual Effects",2541470,426,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_426_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_426_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.6-2: Potential Wetland Effects, Mitigation and Predicted Residual Effects",2541470,427,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_427_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_427_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.6-2: Potential Wetland Effects, Mitigation and Predicted Residual Effects",2541470,428,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_428_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_428_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.6-2: Potential Wetlands Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,51,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_51_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_51_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.6-4: Predicted Residual Project Effects Description and Importance for Wetlands,2445655,54,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_54_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_54_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.6-4: Predicted Residual Project Effects Description and Importance for Wetlands,2541470,431,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_431_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_431_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_431_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.7-2a: Results of Vegetation Diversity and Wildlife and Fish Habitat Indicators of Wetland Function and Health Assessment by Wetland Class within 100 m of the Centreline,2813816,132,4,http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_132_1.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_132_2.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_132_3.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_132_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2813816,twrbrch
Table 6.7-2b: Results of Water Quality Protection and Flood / Stormwater Storage Attenuation Indicators of Wetland Function and Health Assessment for by Wetland Class within 100 m of the Centreline,2813816,133,3,http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_133_1.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_133_2.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_133_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2813816,twrbrch
"Table 6.7-3: Potential Wildlife and Wildlife Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,62,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_62_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_62_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-3: Potential Wildlife and Wildlife Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,65,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_65_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_65_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-3: Potential Wildlife and Wildlife Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,68,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_68_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_68_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-3: Potential Wildlife and Wildlife Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,71,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_71_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_71_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-3: Potential Wildlife and Wildlife Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,74,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_74_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_74_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-3: Potential Wildlife and Wildlife Habitat Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,76,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_76_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_76_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-5: Potential Wildlife and Wildlife Habitat Effects, Mitigation and Predicted Residual Effects",2541470,450,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_450_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_450_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.7-5: Predicted Residual Project Effects and Importance for Wildlife and Wildlife Habitat,2445655,78,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_78_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_78_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.7-5: Predicted Residual Project Effects and Importance for Wildlife and Wildlife Habitat,2445655,79,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_79_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_79_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_79_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.7-5: Predicted Residual Project Effects and Importance for Wildlife and Wildlife Habitat,2445655,80,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_80_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_80_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.7-7: Potential Wildlife Species at Risk and Habitat Effects, Mitigation and Predicted Residual Effects",2541470,462,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_462_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_462_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.7-7: Potential Wildlife Species at Risk and Habitat Effects, Mitigation and Predicted Residual Effects",2541470,463,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_463_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_463_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.7-7: Potential Wildlife Species at Risk and Habitat Effects, Mitigation and Predicted Residual Effects",2541470,464,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_464_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_464_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.7-7: Potential Wildlife Species at Risk and Habitat Effects, Mitigation and Predicted Residual Effects",2541470,465,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_465_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_465_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.7-7: Potential Wildlife Species at Risk and Habitat Effects, Mitigation and Predicted Residual Effects",2541470,466,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_466_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_466_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.7-8: Predicted Residual Project Effects Description and Importance for Wildlife and Wildlife Habitat,2541470,468,4,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_468_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_468_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_468_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_468_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.7-8: Predicted Residual Project Effects Description and Importance for Wildlife and Wildlife Habitat,2541470,469,5,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_469_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_469_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_469_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_469_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_469_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.7-8: Predicted Residual Project Effects Description and Importance for Wildlife and Wildlife Habitat,2541470,470,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_470_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_470_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.9-1: Potential Air Quality Environment Effects, Mitigation, and Predicted Residual Effects",2445655,89,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_89_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_89_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.9-2: Predicted Residual Project Effects Description and Importance for Air Quality,2445655,91,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_91_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_91_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_91_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.9-6: Potential Air Emission Effects, Mitigation and Predicted Residual Effects",2541470,492,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_492_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_492_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.9-6: Potential Air Emission Effects, Mitigation and Predicted Residual Effects",2541470,493,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_493_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_493_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_493_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.9-7: Predicted Residual Project Effects Description and Importance for Air Emissions,2541470,494,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_494_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_494_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_494_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 61-2 Chronic Inhalation Exposure Limits for Zinc,2393094,327,2,http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_327_1.csv; http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_327_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2393094,tmx
Table 61-3 Chronic Oral Exposure Limits for Zinc,2393094,328,2,http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_328_1.csv; http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_328_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2393094,tmx
Table 6–2: Performance Indicators to Measure CHROMP Goals and Targets (G2),3767506,58,2,http://www.cer-rec.gc.ca/esa-ees/nrthcrrdr/3767506_58_1.csv; http://www.cer-rec.gc.ca/esa-ees/nrthcrrdr/3767506_58_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3767506,nrthcrrdr
Table 6–2: Performance Indicators to Measure Preliminary CHROMP Goals and Targets (G2),3580186,330,2,http://www.cer-rec.gc.ca/esa-ees/2021ngtl/3580186_330_1.csv; http://www.cer-rec.gc.ca/esa-ees/2021ngtl/3580186_330_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3580186,2021ngtl
Table 7-14 Interactions with the Potential to Contribute to Cumulative Effects on Wildlife and Wildlife Habitat – Turner Valley CS Unit Addition,3461938,250,2,http://www.cer-rec.gc.ca/esa-ees/wstpthdlvr/3461938_250_1.csv; http://www.cer-rec.gc.ca/esa-ees/wstpthdlvr/3461938_250_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3461938,wstpthdlvr
Table 7-15 Interactions with the Potential to Contribute to Cumulative Effects on Wildlife and Wildlife Habitat – Elk River Section,3767244,111,2,http://www.cer-rec.gc.ca/esa-ees/dsnmnln/3767244_111_1.csv; http://www.cer-rec.gc.ca/esa-ees/dsnmnln/3767244_111_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3767244,dsnmnln
Table 7-21: Summary of Assessed Project Cumulative Effects and Predicted Significance,702747,202,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_202_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_202_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 7-21: Summary of Assessed Project Cumulative Effects and Predicted Significance,702747,206,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_206_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_206_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 7-23 Topsoil Stripping Recommendations – Hardisty D Tank Terminal PDA and Temporary Workspace PDA,2968333,27,2,http://www.cer-rec.gc.ca/esa-ees/nrgst/2968333_27_2.csv; http://www.cer-rec.gc.ca/esa-ees/nrgst/2968333_27_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2968333,nrgst
Table 7-3 Land Use – Hardisty D Tank Terminal and Temporary Workspace PDA,2968333,9,2,http://www.cer-rec.gc.ca/esa-ees/nrgst/2968333_9_2.csv; http://www.cer-rec.gc.ca/esa-ees/nrgst/2968333_9_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2968333,nrgst
Table 7-5: Potential Project Interactions and Cumulative Effects for the Proposed Leismer to Kettle River Crossover Project,702747,168,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_168_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_168_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 7-5: Potential Project Interactions and Cumulative Effects for the Proposed Leismer to Kettle River Crossover Project,702747,170,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_170_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_170_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 7-8: Cumulative Loss or Alteration to Regional Land Cover Classes,702747,175,6,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_175_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_175_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_175_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_175_4.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_175_5.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_175_6.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,622,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_622_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_622_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,623,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_623_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_623_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_623_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,624,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_624_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_624_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,625,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_625_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_625_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,626,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_626_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_626_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,627,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_627_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_627_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1-1: Projects or Activities Considered in the Cumulative Effects Assessment,2541470,628,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_628_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_628_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.1–19: Old Seral Stage Forests by Forest Type and Area within the McLeod River Connection Section Local Study Area at Baseline,3578647,217,2,http://www.cer-rec.gc.ca/esa-ees/2021ngtl/3578647_217_1.csv; http://www.cer-rec.gc.ca/esa-ees/2021ngtl/3578647_217_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3578647,2021ngtl
Table 7.1–26: Traditional Use Plants within the McLeod River Connection Section,3578647,225,2,http://www.cer-rec.gc.ca/esa-ees/2021ngtl/3578647_225_1.csv; http://www.cer-rec.gc.ca/esa-ees/2021ngtl/3578647_225_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3578647,2021ngtl
Table 7.2-12: Cumulative Effects and Importance for Acoustic Environment,2445655,197,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_197_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_197_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_197_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 7.2-13: Cumulative Effects Assessment and Importance for Air Emissions,2541470,662,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_662_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_662_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_662_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.2-14: Cumulative Effects Assessment and Importance for Acoustic Environment,2541470,664,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_664_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_664_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 7.2-15: Cumulative Effects Assessment and Importance for Human Occupancy and Resource Use,2541470,668,4,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_668_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_668_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_668_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_668_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
